1860,1849,1694,1587,2047,2020,2017,2050,-1,0,1,0.1,2,0.2,0.3,0.4,-13,-13.1,-50,-52,7,-4,0.5,0.6,-0.054,0.15,1.023,18,28,35,28.1,0.7,0.8,0.9,0.10,1928,1953,1844,1705,2047.1,2020.1,2017.1,2050.1,19,29,34,27,0.11,0.12,0.13,0.14,14,16,0.16,0.17,7.1,-4.1,0.18,0.19,0.012,0.101,1.004
2059,2499.3055555555557,2999.1554054054054,2926.8456375838928,3236.8995633187774,3142.806603773585,3161.7224880382773,3220.7369942196533,2361.842105263158,57.69230769230768,116.66666666666669,77.5,21.428571428571416,-21.42857142857143,-150.0,-90.0,135.85247883917773,335.1351351351352,336.53846153846155,-676.7001114827201,-583.3333333333333,684.2105263157896,-475.0,703.7037037037037,-332.50311332503105,-0.022,1.063,22,-82.01970443349754,-117.24137931034483,-63.812154696132595,-150.0,-150.0,-150.0,-150.0,58.074915566472214,2665.164935858277,3122.907949790795,2981.6426146010185,3235.8009708737864,3139.622641509434,3154.3239369326325,3217.485549132948,2386.0,-7.03125,-82.94117647058825,-5.172413793103431,-37.5,150.0,0.0,50.0,144.3181818181818,230.2631578947367,624.5353159851301,-255.3191489361702,750.0,1000.0,-228.0701754385965,862.0689655172416,-680.6930693069307,-0.01,1.036
2471,2726.3888888888887,2951.6469594594596,3035.570469798658,3234.7161572052405,3139.622641509434,3154.186602870813,3204.4797687861274,2500.0,38.165680473372774,-101.85185185185183,-7.5,-64.28571428571429,64.28571428571428,112.5,-150.0,135.48972188633616,151.3513513513514,225.9615384615385,-656.6332218506132,833.3333333333333,978.9473684210528,-62.5,1000.0,-484.4333748443337,-0.029,1.038,16,-73.15270935960592,-10.344827586206904,-4.143646408839778,-150.0,-150.0,-150.0,-150.0,100.1688670555726,2773.7477092241907,2850.836820083682,2929.1171477079797,3236.893203883495,3139.622641509434,3152.1739130434785,3202.3121387283236,1936.0,-28.125,114.70588235294116,46.55172413793105,-37.5,150.0,0.0,50.0,137.5,148.02631578947356,765.7992565055762,61.702127659574444,583.3333333333333,1000.0,-157.89473684210532,862.0689655172416,-732.6732673267327,-0.031,1.024
2809,2817.3611111111113,3090.3716216216217,3250.0,3233.6244541484716,3139.622641509434,3154.186602870813,3201.228323699422,2105.2631578947367,16.863905325443778,101.85185185185186,77.5,-21.428571428571438,107.14285714285714,75.0,-120.0,142.01934703748486,335.1351351351352,661.0576923076924,-241.91750278706797,916.6666666666666,1000.0000000000002,-62.5,1000.0,-773.3499377334994,-0.094,1.092,-14,-104.1871921182266,-124.13793103448276,-150.0,-150.0,-150.0,-150.0,-150.0,117.57752533005834,2808.7965791081247,3217.991631799163,3120.1188455008487,3236.893203883495,3142.806603773585,3144.648829431438,3196.893063583815,1468.0,14.0625,-97.05882352941177,-150.0,-75.0,150.0,0.0,50.0,128.03030303030303,243.42105263157882,613.3828996282527,-448.93617021276594,583.3333333333333,798.3193277310925,169.59064327485385,1000.0000000000002,-418.3168316831684,-0.082,1.055
2877,2856.25,3032.4113175675675,2791.9463087248323,3241.2663755458516,3145.990566037736,3145.5741626794256,3222.9046242774566,2085.5263157894738,16.863905325443778,-116.66666666666666,-150.0,-21.428571428571438,64.28571428571428,112.5,-120.0,110.09673518742441,-32.43243243243239,91.3461538461539,-892.9765886287624,-1000.0,473.68421052631595,375.0,-777.7777777777778,277.70859277708604,-0.005,1.026,3,-123.39901477832512,-58.62068965517242,50.552486187845304,-150.0,-150.0,-150.0,-150.0,112.23518575376113,2695.4031765424556,2792.4686192468616,2443.0178268251275,3244.538834951456,3169.3396226415093,3162.92403248925,3225.07225433526,1810.0,-93.75,15.88235294117646,100.86206896551727,37.5,150.0,-150.0,100.0,90.9090909090909,105.26315789473672,397.76951672862447,-191.48936170212767,-1000.0,-1000.0,-707.6023391812867,-793.1034482758621,-264.85148514851494,-0.007,1.036
2848,2547.9166666666665,2858.5304054054054,2922.818791946309,3244.5414847161574,3150.235849056604,3168.181818181818,3220.7369942196533,2065.7894736842104,-54.14201183431953,20.370370370370384,132.5,-21.428571428571438,-150.0,112.5,-120.0,99.57678355501812,302.70270270270277,112.98076923076928,166.10925306577485,-1000.0,52.63157894736855,-737.5,925.9259259259259,-412.2042341220423,-0.075,1.031,-18,-33.2512315270936,-63.79310344827587,-93.64640883977901,-150.0,-150.0,-150.0,-150.0,111.31409272336504,2453.4972510690286,2892.2594142259413,3250.0,3235.8009708737864,3140.683962264151,3156.473960821787,3216.401734104046,1396.0,150.0,8.823529411764696,-49.13793103448274,-37.5,150.0,0.0,50.0,84.0909090909091,374.9999999999999,408.9219330855018,-468.0851063829787,916.6666666666666,915.9663865546219,-380.1169590643275,862.0689655172416,-103.96039603960409,-0.045,1.013
2701,2711.8055555555557,2932.6435810810813,3169.463087248322,3235.807860262009,3140.683962264151,3159.5693779904304,3217.485549132948,1848.6842105263158,107.396449704142,1.8518518518518645,-55.0,-21.428571428571438,64.28571428571428,150.0,-60.0,73.82103990326479,416.21621621621625,175.48076923076928,-732.4414715719063,500.0,873.684210526316,-287.5,1000.0,41.095890410959015,0.008,1.014,-21,-111.57635467980296,-134.48275862068965,-96.96132596685084,-150.0,-150.0,-150.0,-150.0,91.78692047896837,2941.4324984728164,2852.7196652719667,2737.160441426146,3241.26213592233,3144.929245283019,3158.6239847109414,3221.8208092485547,1792.0,-35.15625,-79.41176470588236,-74.99999999999999,0.0,150.0,150.0,100.0,-33.71212121212122,26.315789473684106,-851.3011152416357,-585.1063829787233,-833.3333333333333,697.4789915966387,-450.2923976608188,34.482758620689765,608.9108910891086,0.045,0.993
2627,2892.3611111111113,2625.7390202702704,2610.738255033557,3240.174672489083,3149.1745283018868,3172.488038277512,3218.5693641618495,2065.7894736842104,-25.73964497041421,-135.18518518518516,-50.0,-21.428571428571438,150.0,112.5,-90.0,-150.0,-10.81081081081075,-1000.0,-841.6945373467112,-750.0,263.15789473684225,-1000.0,1000.0,1000.0000000000001,0.142,0.902,-29,-93.8423645320197,-31.034482758620697,-68.78453038674033,-150.0,-150.0,-150.0,-150.0,92.1553576911268,2740.073304825901,2395.1882845188284,2256.79117147708,3236.893203883495,3162.971698113208,3169.3741041567127,3219.6531791907514,1792.0,-37.5,8.823529411764696,-28.448275862068947,-37.5,150.0,0.0,100.0,-150.0,141.44736842105252,-1000.0,-621.2765957446809,500.0,-529.4117647058824,-1000.0,862.0689655172416,999.9999999999999,0.096,0.97
2628,2749.3055555555557,2512.668918918919,2249.328859060403,3233.6244541484716,3162.971698113208,3173.5645933014353,3226.156069364162,2065.7894736842104,15.088757396449694,64.81481481481482,-2.5,21.428571428571416,64.28571428571428,150.0,150.0,-136.94074969770259,124.3243243243244,-129.80769230769226,-1000.0,416.66666666666663,-1000.0,-1000.0,-851.851851851852,671.232876712329,0.238,0.917,33,-77.58620689655173,-5.172413793103459,-38.950276243093924,-150.0,-150.0,-150.0,-150.0,130.28860914952412,2720.143555284056,2786.8200836820083,2061.0144312393886,3235.8009708737864,3154.4811320754716,3169.3741041567127,3235.9104046242774,3250.0,-98.4375,89.99999999999999,-5.172413793103431,150.0,150.0,0.0,50.0,131.43939393939394,233.55263157894726,624.5353159851301,-210.63829787234042,0.0,25.210084033613498,-1000.0,-793.1034482758621,24.752475247524558,0.175,0.958
3184,2761.8055555555557,3060.9163851351354,2144.6308724832215,3236.8995633187774,3153.419811320755,3171.4114832535884,3245.664739884393,1986.842105263158,25.73964497041419,112.96296296296298,25.0,-21.428571428571438,64.28571428571428,112.5,90.0,129.6856106408706,324.3243243243244,336.53846153846155,-235.22853957636562,-583.3333333333333,-157.8947368421052,-937.5,-1000.0,-165.62889165628883,0.152,0.94,-20,-64.28571428571429,-115.51724137931035,-33.97790055248619,-150.0,-150.0,-150.0,-150.0,138.67055572612833,2793.6774587660357,3243.410041841004,2108.764855687606,3236.893203883495,3140.683962264151,3168.2990922121357,3250.0,1720.0,-14.0625,-65.29411764705883,31.03448275862071,-37.5,-150.0,150.0,50.0,131.43939393939394,444.0789473684209,-18.58736059479554,544.6808510638298,583.3333333333333,882.3529411764706,-929.8245614035088,-1000.0,-584.1584158415842,0.092,1.01
3111,2879.8611111111113,3063.766891891892,2220.1342281879197,3234.7161572052405,3141.745283018868,3171.4114832535884,3250.0,2144.736842105263,70.11834319526626,-105.55555555555554,40.0,-64.28571428571429,64.28571428571428,112.5,-90.0,129.6856106408706,702.7027027027027,-40.865384615384585,534.0022296544037,916.6666666666666,831.5789473684213,-925.0,-925.9259259259259,-603.9850560398505,0.055,1.035,-49,-62.80788177339902,-91.37931034482759,-43.92265193370166,-150.0,-150.0,-150.0,-150.0,148.9867976665643,2998.4728161270614,2817.887029288703,2207.130730050934,3234.7087378640776,3140.683962264151,3167.2240802675587,3250.0,1828.0,0.0,1.7647058823529314,-5.172413793103431,-37.5,150.0,0.0,50.0,131.43939393939394,578.9473684210525,-401.4869888475837,1000.0,916.6666666666666,899.1596638655462,-906.4327485380118,-931.0344827586207,-700.4950495049505,0.062,1.004
3251,3101.3888888888887,2783.467060810811,2278.523489932886,3230.3493449781663,3140.683962264151,3171.4114832535884,3248.916184971098,2065.7894736842104,43.49112426035502,-16.666666666666654,15.0,-64.28571428571429,64.28571428571428,112.5,-120.0,129.6856106408706,1000.0,-807.6923076923076,1000.0,833.3333333333333,873.684210526316,-925.0,-925.9259259259259,-661.2702366127023,0.039,1.023,-48,-110.09852216748769,-5.172413793103459,-55.52486187845304,-150.0,-150.0,-150.0,-150.0,149.53945348480198,3250.0,2746.3389121338914,2305.496604414261,3229.247572815534,3141.745283018868,3160.7740086000954,3246.748554913295,1792.0,-39.84375,135.88235294117646,-5.172413793103431,-37.5,150.0,0.0,50.0,131.43939393939394,144.73684210526304,565.0557620817843,334.04255319148933,1000.0,865.546218487395,-567.2514619883041,-931.0344827586207,-769.8019801980198,-0.043,1.031
3249,3250.0,3003.90625,2376.1744966442957,3235.807860262009,3142.806603773585,3163.8755980861242,3246.748554913295,2046.0526315789473,11.538461538461528,124.07407407407408,15.0,-21.428571428571438,64.28571428571428,112.5,-90.0,129.6856106408706,-108.10810810810801,329.3269230769231,-143.81270903010022,583.3333333333333,726.3157894736844,-512.5,-925.9259259259259,-653.7982565379825,-0.02,0.922,-28,-90.88669950738917,-74.13793103448276,2.486187845303867,-150.0,-150.0,-150.0,-150.0,146.40773718145533,3178.5277947464874,3250.0,2358.0220713073004,3236.893203883495,3142.806603773585,3160.7740086000954,3246.748554913295,1738.0,-44.53125,5.294117647058814,51.724137931034505,37.5,150.0,0.0,50.0,131.43939393939394,-121.7105263157896,631.9702602230483,519.1489361702128,500.0,781.5126050420168,-543.859649122807,-862.0689655172414,-1000.0,-0.093,0.998
3198,3199.3055555555557,3250.0,2635.9060402684563,3234.7161572052405,3141.745283018868,3153.1100478468898,3230.491329479769,2046.0526315789473,16.863905325443778,-12.962962962962951,97.5,-150.0,64.28571428571428,112.5,-90.0,129.6856106408706,-318.91891891891885,312.50000000000006,676.7001114827203,916.6666666666666,810.5263157894739,0.0,-629.6296296296297,-1000.0,-0.196,0.977,-42,-90.88669950738917,-150.0,-83.70165745856355,-150.0,-150.0,-150.0,-150.0,147.14461160577218,3136.606597434331,3026.8828451882846,2718.0602716468593,3236.893203883495,3141.745283018868,3148.948877209747,3231.5751445086703,2008.0,-42.1875,-135.88235294117646,-5.172413793103431,0.0,150.0,0.0,100.0,131.43939393939394,9.868421052631476,319.70260223048325,651.063829787234,416.66666666666663,865.546218487395,-17.54385964912285,-793.1034482758621,-997.5247524752476,-0.11,0.992
3249,3137.5,2756.8623310810813,2724.496644295302,3235.807860262009,3141.745283018868,3153.1100478468898,3230.491329479769,2085.5263157894738,9.763313609467446,-150.0,-32.5,-64.28571428571429,64.28571428571428,112.5,-90.0,129.6856106408706,32.432432432432506,-423.076923076923,-235.22853957636562,500.0,810.5263157894739,25.0,-851.851851851852,-327.5217932752179,-0.042,1.026,-3,-123.39901477832512,-37.93103448275863,-14.088397790055247,-150.0,-150.0,-150.0,-150.0,149.9078906969604,3067.8833231521076,2429.0794979079496,2523.2385398981323,3236.893203883495,3141.745283018868,3161.849020544673,3227.2398843930637,1774.0,-67.96875,44.11764705882352,31.03448275862071,-37.5,150.0,0.0,50.0,131.43939393939394,-82.23684210526324,74.34944237918216,372.3404255319149,500.0,865.546218487395,-614.0350877192983,-724.1379310344827,-611.3861386138615,-0.021,1.036
3254,3040.2777777777774,2561.127533783784,2758.7248322147652,3234.7161572052405,3140.683962264151,3156.33971291866,3222.9046242774566,2046.0526315789473,9.763313609467446,53.70370370370372,75.0,-64.28571428571429,64.28571428571428,37.5,-90.0,129.6856106408706,-1000.0,84.13461538461542,279.82162764771465,833.3333333333333,810.5263157894739,-162.5,-407.4074074074074,-681.1955168119551,-0.111,1.042,-59,-148.52216748768473,-65.51724137931035,-29.005524861878452,-150.0,-150.0,-150.0,-150.0,149.26312557568315,2850.7177764202806,2671.0251046025105,2897.601867572156,3236.893203883495,3141.745283018868,3126.3736263736264,3210.9826589595377,1792.0,-150.0,15.88235294117646,38.79310344827588,37.5,150.0,0.0,100.0,131.43939393939394,-1000.0,579.9256505576208,295.7446808510639,666.6666666666666,865.546218487395,1000.0,793.1034482758622,-737.6237623762377,-0.092,0.977
3246,2467.3611111111113,2698.902027027027,3068.791946308725,3237.9912663755463,3145.990566037736,3134.808612440191,3219.6531791907514,2046.0526315789473,-150.0,1.8518518518518645,15.0,-107.14285714285714,107.14285714285714,112.5,-60.0,129.6856106408706,129.7297297297298,317.3076923076923,315.49609810479376,-666.6666666666666,494.73684210526335,925.0,1000.0,-554.1718555417185,-0.071,1.009,-45,-6.650246305418719,-18.965517241379317,-106.9060773480663,-150.0,-150.0,-150.0,-150.0,149.0789069696039,2196.4722052535126,2800.0,2982.5976230899832,3236.893203883495,3144.929245283019,3130.673674151935,3225.07225433526,1792.0,82.03125,86.4705882352941,-93.10344827586205,0.0,150.0,0.0,100.0,131.43939393939394,999.9999999999998,959.1078066914497,-438.2978723404255,583.3333333333333,663.8655462184875,836.2573099415204,-793.1034482758621,-871.2871287128713,-0.126,1.005
